ID,Age,Gender,Marital_Status,Job_Role,Experience_Years,Monthly_Salary_INR,Working_Hours_per_Week,Commute_Time_Hours,Remote_Work,Stress_Level,Health_Issues,Company_Size,Department,Sleep_Hours,Physical_Activity_Hours_per_Week,Mental_Health_Leave_Taken,Manager_Support_Level,Work_Pressure_Level,Annual_Leaves_Taken,Work_Life_Balance,Family_Support_Level,Job_Satisfaction,Performance_Rating,Team_Size,Training_Opportunities,Gender_Bias_Experienced,Discrimination_Experienced,Burnout_Symptoms,Location
160,46,Female,Divorced,Sales,23,186326.22,68,2.28,False,10,Physical,Medium,HR,4.7,3.6,False,5,3,16,6,8,1,6,34,False,False,True,Occasional,Tier-2
161,53,Non-Binary,Married,Analyst,10,69389.05,44,2.91,True,2,Physical,Small,HR,5.0,7.0,False,4,1,26,2,9,3,10,48,False,True,True,No,Tier-2
162,30,Male,Single,Sales,4,167433.13,88,0.54,False,3,Mental,Medium,IT,4.7,3.3,False,5,2,19,9,9,1,1,89,False,False,True,No,Tier-2
163,49,Female,Married,Developer,31,186482.82,67,2.77,True,1,Both,Large,Marketing,8.7,6.4,False,6,4,20,9,3,9,3,74,False,False,True,No,Tier-3
164,24,Female,Divorced,Analyst,34,172197.06,65,1.08,True,8,Physical,Large,HR,8.2,4.4,False,10,7,15,7,6,3,6,15,False,False,True,Yes,Tier-1
165,39,Female,Widowed,HR,18,194680.91,70,2.89,False,10,Mental,Small,Admin,4.5,0.7,True,0,1,15,3,8,3,8,92,True,True,False,No,Tier-1
166,45,Female,Widowed,Sales,0,121225.88,67,1.85,False,1,None,Large,IT,4.7,4.8,True,3,4,2,8,10,4,9,91,False,False,True,Yes,Metro
167,19,Male,Widowed,Developer,14,91408.59,76,0.74,True,4,Physical,Medium,Finance,5.5,5.4,True,4,6,22,0,4,6,0,99,False,False,True,Occasional,Metro
168,59,Female,Single,Developer,18,162732.45,84,2.87,False,8,Mental,Small,HR,5.3,4.1,False,7,2,6,3,2,10,9,20,False,True,False,Yes,Tier-2
169,62,Non-Binary,Single,Support,3,90434.22,83,1.98,True,10,Mental,Small,Sales,4.4,9.8,False,9,2,13,4,8,9,10,84,True,True,False,Occasional,Tier-2
170,23,Non-Binary,Married,Developer,24,71943.57,43,2.09,False,10,None,Medium,Marketing,6.3,9.9,False,8,7,15,1,7,6,9,32,True,False,False,No,Metro
171,45,Male,Widowed,HR,35,157192.06,47,2.72,False,7,Physical,Small,Marketing,4.4,4.9,False,0,3,10,1,4,2,2,85,False,False,True,Yes,Tier-3
172,45,Male,Single,Developer,7,119755.29,79,1.24,False,8,Both,Small,Marketing,5.4,2.2,True,8,2,11,8,9,6,6,36,True,True,False,Yes,Metro
173,61,Non-Binary,Divorced,Sales,25,140046.66,62,1.91,True,0,Both,Large,IT,4.5,3.6,False,2,7,2,4,5,5,8,1,True,False,True,Occasional,Tier-3
174,61,Non-Binary,Married,HR,35,183314.31,83,0.82,False,10,Physical,Large,Sales,4.3,5.4,True,10,3,0,9,4,4,0,35,True,False,True,Yes,Metro
175,37,Male,Divorced,Support,17,178409.21,49,0.22,False,6,Mental,Small,HR,5.1,1.0,True,8,10,17,2,10,5,8,31,True,True,False,No,Tier-3
176,47,Non-Binary,Divorced,Analyst,27,184279.56,65,0.06,False,8,Physical,Large,Marketing,4.7,3.2,False,9,9,10,7,9,4,7,31,True,True,False,Occasional,Tier-3
177,28,Non-Binary,Widowed,HR,32,39929.32,55,0.21,True,1,Both,Large,IT,7.7,4.0,True,4,6,22,1,8,2,8,87,False,True,False,Yes,Tier-1
178,45,Male,Divorced,Analyst,35,184596.8,57,1.43,False,9,Mental,Medium,HR,8.6,2.4,True,1,7,14,3,6,1,0,4,True,False,True,Occasional,Tier-1
179,42,Male,Widowed,Analyst,4,154604.97,79,0.15,False,10,None,Medium,Admin,4.4,7.4,True,8,8,5,6,0,5,7,30,True,True,True,No,Metro
180,56,Female,Married,Analyst,35,31206.51,48,1.19,False,2,None,Large,Finance,8.1,9.3,True,3,0,17,4,2,6,10,64,True,True,False,Occasional,Tier-3
181,50,Female,Divorced,Analyst,27,87973.49,77,2.88,False,8,Physical,Medium,HR,6.9,3.8,False,1,2,23,3,10,4,1,2,True,True,False,Occasional,Tier-2
182,18,Non-Binary,Widowed,Support,16,191535.05,48,0.57,False,9,None,Small,IT,7.6,4.8,True,0,5,22,3,8,8,5,20,False,False,True,No,Tier-1
183,44,Male,Divorced,HR,13,86602.86,71,2.16,True,3,Physical,Medium,Finance,7.2,7.6,False,6,3,19,7,8,9,1,54,True,False,False,Yes,Tier-3
184,30,Female,Single,Support,28,192419.79,46,1.66,True,7,Physical,Medium,IT,4.5,5.2,False,7,10,3,9,3,1,7,53,True,False,True,Yes,Tier-1
185,58,Non-Binary,Single,Support,14,184654.63,86,1.22,True,9,Mental,Medium,Marketing,5.6,3.7,False,5,7,4,3,2,10,4,36,True,False,False,No,Tier-1
186,20,Non-Binary,Divorced,Manager,2,141310.75,84,0.44,False,0,Mental,Large,IT,8.8,2.5,False,0,6,13,7,3,5,7,58,False,False,True,Yes,Tier-3
187,56,Non-Binary,Single,Manager,2,59135.35,45,2.06,True,4,Physical,Large,Marketing,7.7,1.0,False,8,5,30,10,9,4,6,48,True,False,False,Occasional,Tier-2
188,23,Non-Binary,Married,Developer,18,141461.18,72,2.36,False,4,None,Small,Admin,7.6,4.4,True,1,1,17,0,8,0,8,2,False,True,False,No,Tier-1
189,25,Male,Single,Sales,32,30853.65,66,0.65,False,4,Both,Small,HR,7.5,2.3,False,7,5,1,7,2,8,4,79,False,False,False,No,Tier-3
190,44,Non-Binary,Married,Sales,35,82367.52,42,0.6,True,8,Physical,Large,Sales,7.6,2.4,True,4,1,26,9,1,0,5,18,False,False,False,Occasional,Tier-1
191,26,Female,Widowed,Support,25,37497.33,67,0.4,False,7,Both,Medium,Finance,8.5,7.8,True,1,9,13,7,5,2,2,84,False,False,True,Yes,Metro
192,54,Male,Married,Sales,38,168912.89,80,0.86,True,10,Mental,Small,HR,5.6,5.8,True,9,6,3,1,7,0,2,8,False,False,False,Yes,Tier-3
193,50,Non-Binary,Widowed,Developer,15,151204.01,58,1.42,False,9,None,Large,Finance,4.1,2.9,False,9,4,4,4,1,7,3,25,False,False,True,No,Metro
194,59,Female,Single,Sales,23,32600.92,58,2.28,True,9,Physical,Medium,Sales,8.9,0.6,True,8,10,9,7,10,9,6,16,True,False,True,Occasional,Metro
195,61,Female,Widowed,HR,28,199058.27,56,1.82,True,4,Physical,Medium,HR,7.0,4.8,False,6,9,19,6,9,9,4,53,True,True,True,No,Metro
196,41,Male,Single,Support,39,48093.86,69,2.43,True,3,Physical,Large,Admin,4.5,6.1,False,4,6,21,7,10,10,5,26,True,False,True,Yes,Tier-3
197,32,Male,Widowed,Support,26,27332.98,69,1.53,False,10,None,Medium,Finance,5.0,1.5,True,4,5,7,0,4,7,8,34,True,False,False,Occasional,Tier-1
198,49,Male,Married,Manager,6,89891.94,57,2.77,False,10,None,Large,Admin,8.6,4.1,True,10,0,6,7,5,5,6,95,True,False,True,No,Tier-1
199,49,Female,Divorced,Support,8,87125.72,50,0.53,False,9,Physical,Small,Finance,5.2,1.8,True,10,9,14,6,6,4,5,52,False,True,True,Yes,Tier-3
200,41,Female,Divorced,Analyst,38,128774.68,69,0.56,False,4,Physical,Small,Admin,7.8,2.7,True,5,2,8,3,6,9,3,74,True,False,True,Occasional,Tier-1
201,58,Non-Binary,Divorced,Support,3,90556.19,82,1.75,True,3,Both,Small,Finance,8.1,2.1,True,3,3,8,0,3,6,1,34,True,True,False,No,Tier-1
202,29,Male,Widowed,Support,36,28377.25,75,1.88,True,6,Physical,Large,Marketing,4.8,1.1,True,3,7,9,7,4,3,6,19,True,False,False,Yes,Metro
203,56,Male,Divorced,Support,33,164494.27,60,2.41,True,9,Both,Small,IT,6.6,0.8,True,8,2,11,0,9,8,9,89,False,False,True,No,Tier-3
204,19,Male,Single,Sales,6,112936.04,78,0.36,True,1,Both,Small,Admin,8.1,8.8,False,6,6,2,4,10,10,0,47,True,False,False,No,Metro
205,20,Male,Single,Developer,3,142646.95,66,1.71,True,9,Physical,Large,Sales,4.6,2.5,True,9,2,29,7,7,2,0,91,True,False,False,No,Tier-3
206,54,Female,Married,Developer,8,33289.58,62,1.6,False,4,Physical,Medium,Admin,7.2,4.5,False,4,2,13,9,7,10,1,8,False,False,True,Occasional,Tier-1
207,34,Male,Widowed,HR,1,135267.35,82,1.84,True,5,None,Medium,Sales,7.7,2.6,False,7,9,16,7,10,2,10,46,True,True,True,Yes,Metro
208,19,Female,Married,Analyst,26,177826.96,77,0.2,True,3,Mental,Large,Admin,7.7,7.4,True,1,9,26,2,6,8,4,78,False,False,True,Yes,Tier-1
209,19,Female,Divorced,Analyst,31,59878.18,73,2.18,False,6,None,Small,IT,8.0,9.5,True,7,3,20,2,6,10,4,65,True,False,True,Occasional,Tier-2
210,45,Male,Widowed,Developer,19,115852.57,52,0.6,True,9,Both,Large,HR,5.8,9.7,False,1,1,25,5,8,8,0,12,True,True,True,No,Tier-1
211,40,Female,Married,Sales,20,187414.59,39,0.24,True,10,Mental,Large,HR,6.3,3.7,True,9,6,12,5,0,6,6,81,False,True,True,Yes,Metro
212,54,Female,Single,Support,16,114572.65,90,0.61,True,7,Mental,Small,Sales,7.3,9.4,True,0,1,18,9,5,4,2,90,False,False,False,Occasional,Tier-1
213,49,Male,Divorced,HR,12,100005.63,41,2.39,True,3,Physical,Large,Sales,6.3,4.0,False,4,2,23,5,10,1,9,40,True,False,False,Yes,Metro
214,50,Male,Divorced,Support,23,191731.02,64,0.19,False,8,Mental,Small,Admin,8.6,1.2,False,3,3,20,9,8,9,5,62,False,False,False,Yes,Tier-1
215,18,Non-Binary,Divorced,HR,5,75186.86,77,1.1,True,6,Physical,Medium,Marketing,7.1,6.7,False,5,2,10,5,10,0,1,73,True,False,False,No,Metro
216,36,Female,Married,Analyst,25,45720.99,45,2.22,False,3,None,Small,Admin,8.4,0.2,True,2,7,24,6,9,7,6,42,False,False,False,No,Tier-1
217,19,Female,Divorced,HR,31,96891.45,48,0.27,True,1,Mental,Small,Sales,6.2,0.6,False,1,2,14,10,10,1,9,10,False,False,False,No,Tier-3
218,61,Non-Binary,Single,Support,1,56417.45,57,2.08,False,1,None,Medium,Sales,7.7,9.1,True,2,7,17,0,4,3,6,75,False,True,False,Yes,Metro
219,43,Non-Binary,Divorced,Manager,4,44076.3,51,2.71,False,0,Mental,Medium,HR,5.9,2.3,False,2,5,17,0,7,8,7,9,False,True,True,Occasional,Tier-3
220,49,Male,Married,Analyst,4,104825.11,67,1.37,False,0,Mental,Medium,Sales,4.3,3.6,True,8,5,2,7,8,6,6,41,False,True,True,Yes,Tier-2
221,23,Non-Binary,Married,Developer,13,79329.02,46,1.15,False,5,Physical,Small,Marketing,6.4,4.9,False,4,3,17,6,3,3,6,18,False,True,False,Yes,Tier-3
222,49,Male,Divorced,HR,5,71145.38,50,2.37,True,2,Both,Small,Marketing,4.7,1.9,False,1,9,28,2,2,10,7,51,True,True,True,Occasional,Tier-1
223,21,Male,Divorced,Analyst,19,83118.74,41,2.5,False,1,None,Medium,IT,4.9,2.1,False,0,2,16,8,4,9,10,42,False,False,True,Occasional,Tier-2
224,28,Male,Married,Sales,33,99423.07,70,1.55,False,5,Both,Small,IT,4.4,9.7,True,7,5,9,6,4,6,0,2,True,True,False,Occasional,Tier-3
225,34,Female,Single,Sales,16,84476.33,46,0.24,True,6,Physical,Small,IT,7.8,2.1,True,1,3,13,3,2,8,5,79,True,True,True,Occasional,Tier-3
226,55,Female,Single,Support,2,57567.29,47,0.44,True,5,Both,Medium,Finance,8.3,4.1,True,5,5,2,0,0,9,0,40,False,True,False,No,Tier-1
227,41,Male,Divorced,Manager,32,43151.94,57,2.62,False,3,None,Medium,Sales,4.3,0.0,False,8,5,7,2,10,0,10,67,True,False,True,Occasional,Tier-2
228,22,Non-Binary,Divorced,Support,8,85558.83,44,0.1,False,1,None,Large,Sales,7.9,8.0,True,2,9,16,5,6,5,6,74,False,True,True,No,Tier-1
229,51,Female,Divorced,Developer,5,86914.05,79,2.08,True,8,Physical,Medium,IT,7.4,3.7,True,1,8,5,7,6,1,3,53,False,True,False,Yes,Tier-3
230,23,Female,Married,Sales,8,40535.89,69,2.95,False,5,Mental,Medium,IT,4.1,7.2,True,6,1,21,5,0,1,5,74,False,False,False,No,Tier-2
231,39,Non-Binary,Widowed,Analyst,17,59274.95,70,0.71,True,6,Mental,Medium,HR,7.8,2.0,False,5,4,23,8,7,1,5,99,True,False,False,Yes,Tier-3
232,28,Female,Widowed,HR,39,185712.83,73,1.06,False,1,Both,Large,IT,7.0,3.0,False,9,2,10,2,2,4,2,6,True,True,False,Yes,Tier-1
233,65,Non-Binary,Married,Sales,7,37157.36,41,2.11,False,3,Both,Medium,HR,6.3,0.4,False,1,1,13,5,3,6,7,65,True,False,True,No,Metro
234,33,Non-Binary,Divorced,Sales,16,34258.76,82,1.48,True,7,Both,Small,Finance,8.5,9.0,True,1,6,11,2,7,4,3,68,False,False,True,Occasional,Metro
235,50,Female,Widowed,Manager,24,85534.87,74,0.31,False,4,None,Medium,Marketing,8.7,8.1,False,8,2,28,6,6,9,0,97,True,False,True,Yes,Tier-3
236,26,Non-Binary,Married,Support,24,166727.79,61,0.12,False,2,Both,Small,IT,7.7,7.3,True,0,8,8,5,9,6,2,66,True,False,False,Yes,Metro
237,23,Non-Binary,Married,Support,8,117299.5,54,2.57,True,5,Both,Large,Sales,7.2,3.1,True,7,3,26,1,6,2,8,74,False,False,False,Occasional,Tier-1
238,33,Male,Single,HR,8,23823.4,81,2.94,True,0,None,Large,HR,8.2,9.5,False,9,6,28,0,1,0,7,97,False,True,False,Yes,Tier-3
239,46,Male,Married,Support,3,58685.34,90,1.2,True,7,Both,Medium,IT,8.4,5.4,True,7,4,16,6,4,4,0,98,False,True,True,Occasional,Tier-2
240,20,Female,Divorced,HR,14,194062.52,63,2.77,False,4,Mental,Large,Marketing,5.2,7.9,True,3,10,27,3,9,9,9,18,False,True,False,Occasional,Tier-2
241,37,Non-Binary,Single,Sales,9,125888.98,50,2.21,True,7,None,Medium,IT,4.4,7.7,True,6,10,14,4,0,0,8,79,False,False,False,No,Tier-1
242,53,Female,Widowed,HR,14,73364.52,89,1.65,False,4,None,Medium,HR,6.1,6.7,True,5,5,28,4,5,5,4,90,False,False,False,Yes,Metro
243,36,Female,Married,Developer,16,81976.97,69,1.32,True,7,Mental,Small,Finance,5.3,7.4,True,8,1,16,7,5,7,0,40,True,True,True,Yes,Tier-3
244,43,Male,Single,Developer,37,118209.04,66,2.03,False,3,Physical,Small,Admin,6.2,1.1,True,2,4,20,0,9,2,2,52,False,True,True,Occasional,Metro
245,20,Non-Binary,Married,Sales,36,68054.87,74,1.29,True,6,Physical,Small,Admin,5.9,6.2,True,10,3,11,2,0,9,10,96,False,False,False,Occasional,Tier-3
246,36,Female,Married,Sales,2,43226.57,60,0.78,True,2,Physical,Small,IT,5.3,2.5,True,9,2,21,4,10,7,1,34,False,True,False,Occasional,Metro
247,37,Female,Single,Developer,18,115226.71,60,1.14,True,10,Mental,Small,IT,8.8,9.7,True,2,4,10,7,9,7,10,16,True,True,False,Yes,Tier-3
248,49,Male,Widowed,Support,20,82528.85,83,2.97,True,2,Both,Small,Finance,7.9,7.5,False,1,6,8,0,0,6,7,95,False,False,True,Occasional,Tier-1
249,24,Male,Married,HR,38,155939.8,37,0.05,False,10,Both,Small,HR,7.2,4.5,False,6,2,1,2,7,10,2,55,True,False,True,Occasional,Tier-2
250,58,Male,Divorced,Manager,0,86541.32,76,2.92,True,2,None,Small,Marketing,4.3,0.5,False,1,6,13,6,4,9,4,58,False,True,True,Yes,Tier-3
251,50,Female,Widowed,Manager,23,176452.67,36,2.45,False,5,Physical,Small,Marketing,4.1,3.7,False,8,8,29,1,10,4,4,16,True,False,True,Occasional,Tier-3
252,57,Non-Binary,Widowed,Manager,17,194013.06,73,2.14,True,3,Mental,Small,Finance,8.9,4.2,True,4,4,27,1,3,9,3,62,True,True,True,Yes,Tier-2
253,56,Male,Married,HR,16,77060.38,72,0.85,True,5,Physical,Small,Marketing,6.6,1.6,True,9,2,23,2,10,1,3,44,False,True,True,Occasional,Tier-1
254,35,Male,Widowed,Manager,31,47738.5,67,1.17,False,9,Physical,Medium,Finance,8.8,7.1,True,1,7,14,1,1,1,8,84,False,False,True,Occasional,Metro
255,57,Non-Binary,Single,Developer,28,45663.03,59,1.3,False,5,Mental,Medium,Admin,7.5,4.3,False,7,2,3,9,3,3,9,59,False,False,False,Yes,Metro
256,18,Female,Single,HR,1,31048.03,43,0.57,True,7,None,Medium,Admin,8.1,8.8,False,10,0,24,10,3,2,6,17,True,False,True,Occasional,Metro
257,28,Female,Widowed,Developer,40,195533.82,84,0.43,True,0,Both,Medium,IT,5.9,7.2,True,6,3,25,4,1,6,10,16,False,False,False,Yes,Tier-2
258,45,Non-Binary,Married,Support,2,98450.69,45,2.09,False,2,Physical,Large,IT,4.8,9.1,False,5,8,17,6,10,10,10,87,False,False,True,No,Tier-1
259,42,Male,Divorced,Support,6,142204.52,56,2.03,False,1,Physical,Medium,Marketing,4.1,9.4,False,9,9,4,9,8,9,8,8,False,True,True,Occasional,Tier-3
260,40,Non-Binary,Married,HR,21,79332.1,43,2.93,True,0,Mental,Small,Admin,6.9,0.3,False,4,4,6,4,2,1,5,94,False,False,True,Occasional,Metro
261,48,Female,Married,Manager,37,64493.06,52,0.04,False,3,None,Large,Marketing,4.4,1.0,False,5,7,26,0,9,6,7,18,False,True,True,No,Metro
262,47,Female,Married,Manager,7,114604.22,53,0.39,False,4,None,Large,Sales,8.7,4.7,True,7,6,18,10,5,1,4,44,False,True,False,No,Metro
263,59,Male,Widowed,Sales,34,87187.29,37,1.43,True,5,Both,Medium,Marketing,6.4,1.9,True,4,3,5,4,4,0,5,39,True,True,False,Yes,Tier-1
264,52,Male,Widowed,Analyst,3,25325.5,62,1.33,True,7,None,Medium,Marketing,8.4,9.4,False,2,8,1,4,2,7,4,32,False,False,True,No,Tier-3
265,24,Non-Binary,Married,Developer,20,62548.34,79,2.31,False,8,None,Large,Admin,4.9,6.3,False,3,7,12,10,7,7,5,42,True,True,True,Occasional,Metro
266,33,Female,Divorced,Manager,36,122133.72,38,2.77,True,0,Both,Medium,Marketing,6.1,0.2,False,10,8,25,8,7,10,5,91,True,False,False,Occasional,Tier-3
267,43,Female,Married,HR,14,97257.28,46,2.46,False,0,Both,Large,Sales,4.2,2.2,True,0,5,4,1,5,2,3,17,False,True,True,No,Tier-2
268,65,Non-Binary,Divorced,Sales,27,68804.15,63,0.93,False,2,Mental,Large,HR,5.3,2.5,True,3,3,12,5,5,3,3,11,False,True,True,No,Tier-3
269,19,Male,Married,Developer,4,45075.07,90,0.03,False,1,None,Small,Finance,4.0,4.7,False,8,9,28,7,4,9,10,66,False,True,False,Occasional,Tier-1
270,18,Female,Divorced,Manager,32,104690.54,90,2.27,False,9,Mental,Small,IT,6.8,9.9,True,5,2,26,7,9,2,0,45,False,False,False,Yes,Tier-1
271,65,Female,Married,Sales,3,187586.67,39,0.42,True,3,None,Large,IT,5.9,3.5,False,1,0,29,0,10,10,6,9,True,True,False,Occasional,Metro
272,29,Male,Single,Manager,4,110455.68,46,2.76,True,1,Both,Small,IT,4.8,3.1,True,0,10,8,2,7,4,7,56,True,False,False,No,Tier-3
273,22,Female,Widowed,Manager,2,39801.57,87,0.6,True,4,Mental,Medium,IT,4.3,5.0,True,4,10,25,5,5,10,6,42,False,False,False,Yes,Tier-2
274,54,Male,Married,Manager,20,100428.35,74,2.54,True,9,Physical,Small,IT,8.4,6.5,True,7,1,30,2,5,10,0,91,True,True,False,Occasional,Metro
275,49,Non-Binary,Widowed,Sales,5,68243.66,74,1.15,True,9,None,Small,IT,5.1,3.0,True,1,8,3,1,2,5,1,26,True,True,True,Occasional,Tier-1
276,26,Male,Married,Support,10,177918.03,84,0.43,False,10,None,Large,IT,7.1,3.6,False,9,6,16,3,3,5,5,53,False,True,False,Yes,Tier-2
277,58,Male,Widowed,Support,24,25034.38,86,0.52,False,6,Physical,Large,Marketing,8.0,8.8,False,8,10,7,8,3,5,6,89,False,True,True,Yes,Tier-2
278,52,Non-Binary,Single,Analyst,7,74824.46,82,2.48,True,9,Both,Large,IT,5.7,9.7,False,8,8,18,0,10,6,1,79,True,False,True,Yes,Tier-1
279,36,Female,Widowed,Manager,27,152903.43,80,2.58,False,7,Both,Small,Marketing,9.0,7.2,False,9,7,21,8,1,5,4,33,False,False,True,No,Metro
280,65,Female,Single,Developer,0,97937.8,90,2.01,False,5,Mental,Medium,Marketing,8.7,0.8,False,8,1,24,6,1,2,9,20,True,True,True,Occasional,Tier-1
281,33,Male,Widowed,Support,25,146439.07,48,2.11,True,5,Mental,Medium,Finance,5.9,5.9,False,9,3,3,4,1,0,1,17,False,True,False,No,Metro
282,20,Male,Married,Support,31,81830.75,57,1.52,False,10,Physical,Medium,HR,8.5,5.9,True,0,6,1,5,2,3,0,29,False,False,True,Occasional,Tier-1
283,37,Non-Binary,Divorced,Sales,3,166971.26,54,1.62,True,3,Mental,Small,Admin,6.5,1.9,False,0,10,6,4,6,6,8,83,False,False,True,Occasional,Tier-2
284,41,Non-Binary,Widowed,Manager,23,169383.75,69,1.52,False,4,Physical,Small,Marketing,8.2,9.7,True,1,5,22,7,10,0,1,66,True,False,False,No,Tier-3
285,50,Female,Single,Support,33,171678.98,39,2.07,False,10,Physical,Large,IT,8.6,9.5,True,1,3,5,2,5,0,7,45,True,False,True,Occasional,Tier-1
286,41,Female,Single,Sales,23,184130.86,88,1.12,True,6,Mental,Medium,Admin,7.3,2.9,True,7,2,29,10,2,10,6,84,True,False,False,No,Metro
287,28,Non-Binary,Widowed,Developer,30,183379.04,57,2.61,True,4,Both,Small,Sales,8.7,4.6,True,8,3,15,8,3,6,2,6,True,True,True,No,Tier-2
288,25,Male,Single,Support,8,72889.36,54,0.82,False,0,None,Large,Marketing,4.3,3.8,False,6,8,12,9,7,9,3,31,True,False,True,No,Tier-1
289,53,Non-Binary,Single,Developer,14,63941.2,89,2.9,False,7,None,Large,HR,7.8,3.8,False,4,4,0,7,8,3,5,84,True,True,False,Occasional,Tier-2
290,55,Female,Single,HR,28,191460.72,67,1.07,False,10,None,Large,Marketing,8.7,3.2,True,2,1,17,6,3,1,9,45,True,False,False,Yes,Metro
291,57,Male,Single,HR,9,86001.55,35,1.15,True,4,Mental,Medium,Admin,5.1,4.0,False,9,5,27,8,1,0,9,16,False,False,True,Occasional,Tier-3
292,37,Non-Binary,Widowed,Analyst,12,199248.66,84,0.54,False,6,None,Medium,IT,7.5,4.8,True,3,6,15,0,7,6,0,58,False,False,False,Yes,Tier-2
293,52,Female,Married,HR,1,61866.05,73,0.85,True,2,None,Medium,Marketing,4.4,1.4,True,4,9,11,5,4,1,4,35,False,False,False,Occasional,Tier-3
294,65,Male,Married,Sales,13,180580.56,74,0.55,False,2,Both,Small,Admin,8.5,3.2,True,9,7,20,10,7,4,8,52,True,True,False,Occasional,Metro
295,42,Male,Single,Support,40,167782.33,73,1.79,True,8,None,Small,Admin,7.7,5.0,True,7,4,11,2,4,8,8,55,False,True,True,Yes,Tier-3
296,52,Male,Divorced,HR,15,68614.44,45,1.74,False,9,Mental,Medium,Marketing,4.7,5.2,False,6,5,19,9,0,1,4,95,False,True,True,Yes,Tier-1
297,42,Male,Widowed,Sales,3,67586.4,74,1.3,True,8,Physical,Medium,Admin,5.5,3.9,True,5,9,28,8,8,3,5,44,False,False,False,Yes,Tier-3
298,46,Male,Widowed,Sales,21,190529.82,66,2.06,True,6,Physical,Small,Marketing,4.3,3.8,True,6,2,0,7,4,0,5,10,True,True,True,Yes,Tier-2
299,35,Non-Binary,Divorced,Analyst,29,132292.37,77,2.73,True,4,Physical,Large,HR,8.6,6.1,False,6,2,16,7,3,2,10,90,True,False,True,Occasional,Tier-2
300,63,Male,Widowed,Sales,20,155646.74,66,2.31,False,4,Mental,Medium,Sales,4.7,3.6,False,9,6,6,6,0,9,2,91,True,False,True,No,Metro
301,35,Non-Binary,Divorced,HR,39,25321.85,86,2.18,False,10,Mental,Medium,Sales,6.2,3.4,False,0,6,25,8,9,6,7,98,False,True,True,Yes,Tier-2
302,19,Male,Married,Support,7,199023.42,44,0.76,True,7,None,Medium,HR,8.7,7.9,True,5,9,21,1,10,2,1,80,False,True,True,No,Tier-2
303,52,Female,Married,Support,35,60093.24,59,0.84,True,1,Both,Large,Finance,8.1,7.2,True,9,4,6,3,5,6,9,71,False,True,True,Yes,Tier-3
304,33,Male,Married,HR,14,52597.93,59,2.39,True,5,Physical,Small,HR,7.8,8.2,True,4,3,13,3,1,0,7,68,False,False,True,Yes,Tier-2
305,58,Non-Binary,Married,Manager,9,197410.81,88,1.48,False,5,Both,Large,HR,4.3,4.7,True,8,0,3,7,9,3,1,95,True,True,True,No,Tier-2
306,53,Female,Single,Support,31,29293.61,85,0.57,True,5,Mental,Large,IT,7.9,0.6,False,0,2,25,5,5,3,1,67,False,False,False,No,Tier-1
307,50,Female,Single,Analyst,15,145326.48,52,0.13,False,2,None,Small,IT,5.4,6.2,False,4,2,12,1,4,2,2,7,False,True,True,Yes,Tier-1
308,21,Non-Binary,Widowed,Developer,14,171487.64,89,0.11,True,5,Physical,Small,Finance,8.1,1.8,False,10,10,0,3,6,6,8,82,True,False,False,Occasional,Tier-1
309,50,Female,Divorced,Developer,38,141977.48,68,1.16,True,3,Physical,Small,Sales,5.9,9.2,False,1,2,30,2,10,3,10,95,True,False,True,No,Tier-3
310,31,Non-Binary,Divorced,Manager,38,64114.23,54,1.48,True,1,Mental,Small,Admin,8.6,9.7,False,2,1,25,4,9,5,1,15,True,True,False,No,Tier-2
311,38,Male,Single,HR,0,45939.59,80,0.09,True,10,Mental,Medium,Sales,6.7,4.4,False,1,8,5,1,1,2,10,33,False,True,True,Occasional,Tier-3
312,65,Male,Divorced,Analyst,2,153499.9,50,0.47,False,0,Both,Medium,Marketing,6.9,2.1,True,8,4,23,4,2,2,8,8,False,False,False,No,Metro
313,37,Non-Binary,Married,HR,16,88539.16,43,1.46,False,3,Both,Medium,Finance,5.2,6.7,False,2,2,8,8,6,1,6,27,True,False,False,No,Metro
314,25,Male,Divorced,Support,11,183025.12,35,1.59,True,2,Mental,Small,HR,7.8,6.2,False,4,1,16,8,5,5,7,19,False,False,True,No,Tier-1
315,24,Female,Married,Manager,34,53055.14,76,1.34,True,3,Both,Medium,Marketing,7.9,8.2,True,5,3,5,2,10,7,5,46,True,True,False,Yes,Tier-1
316,20,Male,Widowed,Developer,1,35063.31,71,2.5,False,0,None,Medium,Finance,6.8,7.2,False,9,5,28,8,10,2,6,100,True,False,True,Occasional,Metro
317,34,Male,Divorced,Analyst,34,46667.45,64,0.84,True,10,Mental,Large,HR,6.6,2.0,True,4,1,6,8,9,6,5,62,True,False,False,Yes,Tier-3
318,50,Female,Married,Support,10,79897.41,52,2.79,False,5,None,Small,HR,7.3,3.5,True,8,9,20,8,6,5,4,67,True,True,True,Occasional,Tier-3
319,65,Female,Widowed,HR,26,141410.44,65,1.6,True,4,Mental,Medium,HR,6.6,2.3,True,0,10,25,6,9,2,7,9,False,False,False,No,Tier-2
320,29,Male,Widowed,Sales,18,175857.29,44,1.08,False,3,Mental,Large,Marketing,5.8,8.1,True,3,3,26,9,5,6,8,45,True,False,False,No,Tier-3
321,39,Male,Widowed,Sales,19,86658.96,38,2.23,False,2,None,Large,Admin,8.9,7.5,True,5,2,26,10,7,0,1,29,True,True,True,Yes,Tier-1
